央视频道,#genre#
CCTV6电影,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=20260118172500d19af44f3520421295453073e697634e&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260118172500&Channel_ID=0116_2600001300-99000-201600010012297&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=113.59.36.3&SecurityKey=20260118172500&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c00c9708fb309addf504f6cf7abf8bff
CCTV7国防军事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=2026011817242900088ccc1f8a4df0b6e99c9b64aa2bf6&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260118172429&Channel_ID=0116_2600001300-99000-201600010012296&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=113.59.36.3&SecurityKey=20260118172429&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=adaebae2b2f7f537ecd962a01c9f192c
CCTV8电视剧,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=20260118172359d1f4c09d10d54392b790d41960a8a466&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260118172359&Channel_ID=0116_2600001300-99000-201600010012295&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=113.59.36.91&SecurityKey=20260118172359&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ec5347026416614e88266f79cabea3ed
CCTV9纪录,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=20260118172327ac560990c3284ed1a098dc93bd58d907&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260118172327&Channel_ID=0116_2600001300-99000-201600010012294&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=124.225.80.35&SecurityKey=20260118172327&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4dd093b89a019a77140c471b2acbc078
CCTV5+体育赛事,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=202601181725310473b06f316e4c0cb3f71d2d03f6df0b&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20260118172531&Channel_ID=0116_2600001300-99000-201600010012298&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=113.59.36.20&SecurityKey=20260118172531&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=57e86e0c9db09400b2d689f79716f356
CCTV10科教,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=202601181722537d72604a953d4ef89c8e8977196e0ddd&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260118172253&Channel_ID=0116_2600001300-99000-201600010012293&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=124.225.80.39&SecurityKey=20260118172253&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=48014de67ae0688dba80f382ba2815db
CCTV11戏曲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=202601181722232250c271376142e5a2dcf2c68a8741de&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260118172223&Channel_ID=0116_2600001300-99000-201600010012292&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=124.236.97.150&SecurityKey=20260118172223&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4912307b85276ac9a8f05b49061de7b2
CCTV12社会与法,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=202601181721525af6241f91c345dd913a9582772410e3&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260118172152&Channel_ID=0116_2600001300-99000-201600010012291&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=124.236.97.160&SecurityKey=20260118172152&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b68825b0e2872e6f07d854bf6bf17cfa
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20260118172805e4e97413d87046d785d3b648e7606524&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118172805&Channel_ID=0116_2600001300-99000-201600010012303&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=113.59.36.120&SecurityKey=20260118172805&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2e7139c878e503f802b568522f819226
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=202601181728372415beb4040d4085a255336c20a369ff&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118172837&Channel_ID=0116_2600001300-99000-201600010012304&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=113.59.36.103&SecurityKey=20260118172837&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3ada957ac9a4a9c0306d115f025e5766
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20260118172908b18b2ecfb4634cc899c057c258cf47ad&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118172908&Channel_ID=0116_2600001300-99000-201600010012305&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=113.59.36.142&SecurityKey=20260118172908&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9e5eaf8abeaee5dd86248e76b6f809b1
CCTV14少儿,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=202601181721216a6ac5c1daab43169c517ff952ea8103&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260118172121&Channel_ID=0116_2600001300-99000-201600010012290&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=124.236.97.149&SecurityKey=20260118172121&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=09e35d2cbb87d656a23df893400e5478
CCTV15音乐,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20260118172050bcef667f79934917835f5ecc4618b797&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260118172050&Channel_ID=0116_2600001300-99000-201600010012289&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=124.236.97.148&SecurityKey=20260118172050&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0cee3bccff73b24892ef79695fd85d95
CCTV17农业农村,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=20260118172019612194485ede4d76a7705b5238b22117&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260118172019&Channel_ID=0116_2600001300-99000-201600010012288&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=124.236.97.147&SecurityKey=20260118172019&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=01c702ac0e5b4404e21439431f52b41f
卫视频道,#genre#
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=202601181719175fc383bb24094c849b9523c8cdac887c&mdspid=&spid=699067&netType=4&sid=5500199408&pid=2028597139&timestamp=20260118171917&Channel_ID=0116_2600001300-99000-201600010012286&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=124.236.97.145&SecurityKey=20260118171917&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4b8d4aa95681c392c69e82de0dbe0474
东方卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=2026011817194883bb8c4b484443fcac334c8ab2ba64f0&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260118171948&Channel_ID=0116_2600001300-99000-201600010012287&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=124.236.97.146&SecurityKey=20260118171948&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b3cfd9fce71b9a7742539c29db0f88e5
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=202601181718475d417b6f7cbb4835b8549f032a0888c8&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260118171847&Channel_ID=0116_2600001300-99000-201600010012285&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=124.236.97.144&SecurityKey=20260118171847&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c34336c3e268bb403786d701b84e18a5
北京卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=20260118171816b0e485f09e324dd384fdc8c2ab87d470&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260118171816&Channel_ID=0116_2600001300-99000-201600010012284&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=124.236.97.143&SecurityKey=20260118171816&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=53707b6e22393accfaf52413733e3a42
湖北卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=20260118171715b3b46496928a4e0b8e17f2805a48c47c&mdspid=&spid=600633&netType=4&sid=5910022163&pid=2028597139&timestamp=20260118171715&Channel_ID=0116_2600001300-99000-201600010012282&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=124.236.97.141&SecurityKey=20260118171715&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d33103b8fbff8001146cd5d90d831d9d
辽宁卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=202601181715438ed8dce39f534985bea73f276c321026&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260118171543&Channel_ID=0116_2600001300-99000-201600010012279&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=124.236.97.157&SecurityKey=20260118171543&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=af974fffe2e7deabb2df34aff7cf6548
东南卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=20260118121815c44ea6828b514eecb8a436250d8fc0d1&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260118121815&Channel_ID=0116_2600001300-99000-201600010012277&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=124.236.97.155&SecurityKey=20260118121815&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f2b93857f65fe44166003f544fab4922
吉林卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260118171644a54e5d19b4574fd791ab2ea323593939&mdspid=&spid=600633&netType=4&sid=5910022164&pid=2028597139&timestamp=20260118171644&Channel_ID=0116_2600001300-99000-201600010012281&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=124.236.97.159&SecurityKey=20260118171644&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7d4fa2431572c6796d194e52c5a1dcf1
江西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=2026011817174516b5458eb4f14108ba03eefc81b9b56d&mdspid=&spid=600633&netType=4&sid=5910021492&pid=2028597139&timestamp=20260118171745&Channel_ID=0116_2600001300-99000-201600010012283&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=124.236.97.142&SecurityKey=20260118171745&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=568bde710b42551849736aeec2cf393c
兵团卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/51/20250804/index.m3u8?msisdn=202601181716134e8fcd79cfef4ecca0ab8f5c55e7c0f6&mdspid=&spid=600697&netType=4&sid=5910022192&pid=2028597139&timestamp=20260118171613&Channel_ID=0116_2600001300-99000-201600010012280&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=124.236.97.158&SecurityKey=20260118171613&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=567509ba3c7f73a4f3fe6df2bc9deb1c
广东地区,#genre#
广东少儿,http://120.238.85.131:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://183.11.239.36:808/hls/175/index.m3u8
广东影视,http://120.238.85.131:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
湖南地区,#genre#
电视剧频道,#genre#
放映室5,#genre#
粤语频道,#genre#
少儿动漫,#genre#
综艺频道,#genre#
浙江地区,#genre#
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel08720Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel03720Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel06720Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel07720Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel04720Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel10720Plxw.m3u8
嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
新昌综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
湖州公共频道,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
庆元电视台,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
缙云新闻综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉电视台,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
上海地区,#genre#
江苏地区,#genre#
南京新闻综合,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京文旅纪录,http://nklive.nbs.cn/hls/9b2005c4-046c-422f-ba45-e6adc4f4de07/index.m3u8
南京十八生活,http://nklive.nbs.cn/hls/1173a815-bfdb-4c3c-9f73-89ec37ae7716/index.m3u8
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
北京地区,#genre#
黑龙江地区,#genre#
哈尔滨新闻综合,https://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨资讯,https://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
江西地区,#genre#
崇仁电视台,http://play-a2.quklive.com/live/1744277411242065.m3u8
崇仁电视台,http://play-a2.quklive.com/live/1744277411242065.flv
宁都综合,http://play-a2.quklive.com/live/1749084198822069.m3u8
宁都综合,http://play-a2.quklive.com/live/1749084198822069.flv
万载电视台1,http://play-a2.quklive.com/live/1739162440932308.m3u8
万载电视台1,http://play-a2.quklive.com/live/1739162440932308.flv
广丰电视台,https://play-a2.quklive.com/live/1754033359790055.m3u8
广丰电视台,https://play-a2.quklive.com/live/1754033359790055.flv
陕西地区,#genre#
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8
陕西银龄,http://gxlive.snrtv.com/sx3-SD.m3u8
陕西秦腔,http://gxlive.snrtv.com/sx5-SD.m3u8
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8
陕西西部电影,http://gxlive.snrtv.com/sx8-SD.m3u8
广西地区,#genre#
安徽地区,#genre#
吉林地区,#genre#
重庆地区,#genre#
